Date,Open,Close,Volume,Nifty50,VWAP,RVOL,IPR,SMA_Close_F,SMA_Close_M,SMA_Close_S,EMA_Close_F,EMA_Close_M,EMA_Close_S,DEMA_Close_F,DEMA_Close_M,DEMA_Close_S,macd,dn,up,RSI_Close,TrueRange,AvgTrueRange,OBV,SAR,COD,VOL,lag1,lag2,lag3,lag4,lag5,rpi,eps,pe
21/03/2018,818.1906128,820.0650024,7596491,10124.34961,850.0356421,0.999841294,15.4979248,827.690564,832.2850708,842.959903,824.5352507,831.7682075,838.0253892,816.1746316,822.6806164,830.0651525,-0.817957932,808.8519819,877.067824,38.99356579,15.4979248,16.98038343,50392511,857.1977764,-3.200195313,1.897457005,813.5732422,818.7849731,822.9451904,833.6885986,849.4608154,0.0444,15.78,9.11
22/03/2018,819.2421265,830.3512573,7357563,10155.25,849.4866766,0.948859313,8.274658203,821.8114014,832.9388184,841.8535614,823.0451679,829.640352,836.3148761,816.4780334,820.4640775,827.5651502,-0.887185121,806.3124356,877.3946872,42.15382693,11.47485352,16.5871313,57750074,854.3745817,1.874389648,1.011336243,820.0650024,813.5732422,818.7849731,822.9451904,833.6885986,0.0444,15.78,9.11
23/03/2018,814.3046875,817.3220215,11064861,10114.75,848.9736999,1.381480586,14.81219482,821.1439331,832.6370911,840.8843689,825.4805311,829.7696075,835.7469125,822.7260168,822.3675011,827.3166218,-0.832981974,805.1989218,876.5698159,46.8518483,14.81219482,16.46035012,68814935,851.7207787,11.10913086,1.808036275,830.3512573,820.0650024,813.5732422,818.7849731,822.9451904,0.0444,15.78,9.11
26/03/2018,817.3677368,823.9052124,11734999,9998.049805,848.0986795,1.411092747,9.966186523,820.0192993,830.8815735,839.4922974,822.7610279,827.5064101,833.9921609,819.1116829,819.5984342,824.7771228,-0.906159903,802.4372787,876.5473161,42.17898741,17.41802979,16.52875581,57079936,849.2262038,3.017333984,1.223889126,817.3220215,830.3512573,820.0650024,813.5732422,818.7849731,0.0444,15.78,9.11
27/03/2018,829.482666,822.7165527,6613852,10130.65039,847.7275064,0.789084736,10.78912354,821.0433472,828.2117249,837.9767914,823.1424227,826.8516469,833.0314992,820.9637893,819.8457694,823.8249136,-0.890205055,800.9750986,874.9784842,45.15539384,10.78912354,16.11878208,63693788,846.8813035,6.537475586,1.319984023,823.9052124,817.3220215,830.3512573,820.0650024,813.5732422,0.0444,15.78,9.11
28/03/2018,819.0592651,807.0814819,7589772,10184.15039,847.29479,0.887664226,12.57208252,822.8720093,825.2812866,836.1984131,823.0004661,826.0998116,832.0491233,821.453406,819.752592,822.8305391,-0.879116151,799.8587347,872.5380914,44.7078903,12.57208252,15.86544639,56104016,844.6770971,-6.766113281,1.515653435,822.7165527,823.9052124,817.3220215,830.3512573,820.0650024,0.0444,15.78,9.11
02/04/2018,816.4990845,816.4533691,9580304,10113.7002,846.4353587,1.103880037,14.4921875,820.2753052,821.0433533,833.0988251,817.694138,822.6419334,829.6712527,813.1252126,814.6195808,819.1792222,-1.01149166,797.948424,868.2492262,39.20428379,18.10375977,16.02532592,46523712,842.6051432,-11.9777832,1.769369827,807.0814819,822.7165527,823.9052124,817.3220215,830.3512573,0.0444,15.78,9.11
03/04/2018,814.6704712,822.4879761,6247249,10211.7998,846.0232606,0.824735116,13.21209717,817.4957275,819.3198303,830.2826782,817.2805484,821.5167399,828.4124067,813.9588717,814.032384,817.7806612,-1.013675077,799.5518842,861.0134723,43.67976312,16.68658447,16.07255867,52770961,839.5657552,-0.045715332,1.618139863,816.4533691,807.0814819,822.7165527,823.9052124,817.3220215,0.0444,15.78,8.37
04/04/2018,827.1967773,818.2363281,6961063,10245,845.6682467,0.904152341,15.04077148,818.5289185,819.2741089,828.0494202,819.0163576,821.6933283,827.8481752,817.9591126,815.7142458,817.7184817,-0.945556216,802.2676967,853.8311436,46.41512876,15.04077148,15.99885959,59732024,836.7695182,7.817504883,1.846239924,822.4879761,816.4533691,807.0814819,822.7165527,823.9052124,0.0444,15.78,8.37
05/04/2018,827.562561,830.3969727,7107267,10128.40039,845.2521717,0.917514871,18.05810547,817.3951416,819.2192444,826.7144928,818.7563478,821.0647828,826.9327612,817.8781779,815.6585417,816.9395687,-0.922628636,801.8186141,851.6103715,44.76549587,18.05810547,16.14594858,52624757,834.1969802,-8.960449219,2.183048334,818.2363281,822.4879761,816.4533691,807.0814819,822.7165527,0.0444,15.78,8.37
06/04/2018,830.2141113,832.9570923,4263957,10325.15039,845.1182133,0.564096121,5.94317627,818.9312256,820.9016174,826.5933441,822.6365561,822.7615446,827.2626861,824.637915,819.7265161,818.5197297,-0.776400176,801.7940924,851.3925959,50.21560231,13.80645752,15.97884208,56888714,833.6885986,2.834411621,0.718154318,830.3969727,818.2363281,822.4879761,816.4533691,807.0814819,0.0444,15.78,8.37
09/04/2018,834.3743286,837.5287476,4832444,10331.59961,844.9951855,0.6526623,12.34344482,824.1063477,822.1908264,827.5648224,826.0767348,824.6152806,827.8050105,829.7044266,823.6487684,820.3853911,-0.628241954,803.3742426,851.7554021,51.30495288,12.34344482,15.71917084,61721158,804.612793,2.742980957,1.48677849,832.9570923,830.3969727,818.2363281,822.4879761,816.4533691,0.0444,15.78,8.37
10/04/2018,839.7231445,838.4888306,3906948,10379.34961,844.9346129,0.537595369,5.897460938,828.3214233,822.9085754,827.7728333,829.8940724,826.9631836,828.7310807,834.8574253,828.0934126,822.8559647,-0.460936554,803.316128,852.2295385,53.27128183,7.314697266,15.1188513,65628106,804.612793,3.154418945,0.706812366,837.5287476,832.9570923,830.3969727,818.2363281,822.4879761,0.0444,15.78,8.37
11/04/2018,842.8319092,851.1066284,4227566,10402.25,844.8785216,0.586114578,8.914733887,831.5215942,825.0252563,827.9534149,832.7589918,829.0587558,829.6603902,837.97784,831.6980477,825.185613,-0.315488483,803.2375877,852.6692421,53.69417146,8.914733887,14.67570006,69855672,806.0391528,-1.234313965,1.061627745,838.4888306,837.5287476,832.9570923,830.3969727,818.2363281,0.0444,15.78,8.37
12/04/2018,850.1922607,849.1408081,6570408,10417.15039,844.9616297,0.895943412,15.26934814,838.0956543,827.7453979,827.9785614,838.8748707,833.0674599,831.7028891,846.4313554,838.5067293,829.5022563,-0.076973595,803.1697571,852.7873657,58.95187351,15.26934814,14.71810349,76426080,808.3619245,8.274719238,1.811671815,851.1066284,838.4888306,837.5287476,832.9570923,830.3969727,0.0444,15.78,8.37
13/04/2018,852.7980957,858.4212646,5411296,10458.65039,845.0070595,0.738707746,11.38342285,841.8444214,830.3878235,827.8345551,842.2968498,835.9898869,833.3636433,849.6158257,842.8312748,832.8751817,0.091375937,803.5579241,852.111186,57.8498086,11.38342285,14.47991202,71014784,811.9204754,-1.051452637,1.338923368,849.1408081,851.1066284,838.4888306,837.5287476,832.9570923,0.0428,15.78,8.37
16/04/2018,854.3981934,856.7754517,6308408,10480.59961,845.174926,0.867413748,11.8862915,846.9372559,835.5218018,828.2825775,847.6716548,840.0683192,835.7500834,856.1341753,849.0027176,837.4673021,0.310239468,802.1651073,854.4000477,61.50818325,11.8862915,14.29465341,77323192,816.3694008,5.623168945,1.39379902,858.4212646,849.1408081,851.1066284,838.4888306,837.5287476,0.0428,15.78,8.37
17/04/2018,859.4727783,863.3586426,4467137,10528.34961,845.2768213,0.622317852,10.51483154,850.7865967,839.55401,829.4369202,850.7062537,843.1059796,837.7524994,858.3710001,852.9013005,841.1178832,0.461767008,800.5697072,858.3041331,60.50523754,10.51483154,14.02466613,72856055,821.7283246,2.377258301,1.230671088,856.7754517,858.4212646,849.1408081,851.1066284,838.4888306,0.0428,15.78,8.37
18/04/2018,864.2730103,857.644104,4799908,10548.7002,845.4458822,0.722024607,10.24053955,855.7605591,843.6410767,831.4575928,854.9237167,846.788282,840.1911797,862.8451895,857.8154283,845.4424758,0.636924356,799.2288533,863.6863323,63.09728804,10.24053955,13.75437138,77655963,826.4441776,3.885864258,1.191490855,863.3586426,856.7754517,858.4212646,849.1408081,851.1066284,0.0428,15.78,8.37
19/04/2018,858.6498413,861.5757446,3680493,10526.2002,845.5327118,0.564830711,12.02349854,857.0680542,847.5818542,833.4005493,855.8305125,848.7620678,841.853363,861.7160249,859.3991941,848.1084157,0.712258432,799.8056249,866.9954737,59.44988012,12.02349854,13.6307376,73975470,831.9898285,-6.62890625,1.391169039,857.644104,863.3586426,856.7754517,858.4212646,849.1408081,0.0428,15.78,8.37
20/04/2018,857.644104,848.4093018,4901293,10565.2998,845.6833605,0.768066497,9.143371582,859.5550415,850.6997314,835.8006744,857.7455898,851.0918272,843.731685,862.9459831,861.7010973,851.0904527,0.799804942,801.3663827,870.2349662,61.11532199,9.143371582,13.31021146,78876763,837.5867001,2.92590332,1.064854513,861.5757446,857.644104,863.3586426,856.7754517,858.4212646,0.0428,15.78,8.37
23/04/2018,850.3294067,855.8154297,3663348,10564.0498,845.7023592,0.591184047,18.88092041,857.5526489,852.2449524,837.2178894,854.6334938,850.6040953,844.1771724,856.0256919,858.8853539,851.238165,0.735195236,803.1597086,871.2760702,53.23073217,19.29241943,13.73751203,75213415,842.2833252,-9.234802246,2.201486645,848.4093018,861.5757446,857.644104,863.3586426,856.7754517,0.0428,15.78,8.37
24/04/2018,855.6325684,886.9484253,3837241,10584.7002,845.7756541,0.65759694,14.49212646,857.3606445,854.0736206,838.491098,855.0274724,851.5516107,845.2855778,856.2182569,859.1024256,852.676938,0.745788151,803.6598045,873.3223916,56.6208694,15.04077148,13.83060199,79050656,842.2833252,5.486022949,1.704295577,855.8154297,848.4093018,861.5757446,857.644104,863.3586426,0.0428,15.78,8.37
25/04/2018,890.2400513,887.3599243,9960557,10614.34961,846.5359294,1.733318144,37.21337891,862.0786011,858.9195801,841.9724182,865.6677901,857.9873951,849.253468,873.5551915,869.4309765,859.5308851,1.036698044,802.6692733,881.2755632,67.33865669,37.21337891,15.50080034,89011213,846.2332373,31.31585693,4.349224221,886.9484253,855.8154297,848.4093018,861.5757446,857.644104,0.0428,15.78,8.37
